TailNumber,Origin,Destination,TravelDate,TotalFlightTime,Revenue,FirstName,LastName,Passport
N2252,DFW,MSP,14-09-2021,6,486.77,Russell,Constantine,H-44102824
R2852,SFO,BOS,09-09-2021,1,257.24,Phil,Hawkins,R-68106487
C2896,DEN,PHX,08-07-2021,10,317.65,Billy,Kohli,J-42970426
O2378,SFO,EWR,14-08-2021,1,110.42,Heather,Singh,S-26384273
C2990,LAS,BOS,16-03-2021,5,77.65,Heather,Singh,S-26384273
H3059,SFO,IAH,30-03-2021,6,320.79,Heather,Singh,S-26384273
R2852,DEN,IAH,29-01-2021,4,283.15,Phil,Singh,D-61495909
Z2357,MCO,FLL,10-05-2021,10,106.92,Mary,Singh,A-69169562
Z2357,DEN,PHL,27-03-2021,8,131.95,Robert,Banner,U-49850866
C2896,SFO,PHL,13-02-2021,7,477.45,Russell,Constantine,H-44102824
O2349,DFW,MSP,27-10-2020,6,411.64,Russell,Constantine,H-44102824
C2888,ATL,FLL,05-03-2021,6,496.5,Jay,Singh,P-64549526
G2971,LAX,FLL,08-03-2021,7,403.81,Robert,Banner,U-49850866
T2366,ATL,DTW,10-08-2021,1,244.63,Phil,Singh,D-61495909
C2750,LAS,BOS,11-08-2021,1,228.47,Russell,Constantine,H-44102824
Y2161,ATL,MSP,29-03-2021,8,352.04,Heather,Singh,S-26384273
T2366,LAS,MSP,29-04-2021,7,367.03,Heather,Singh,S-26384273
T2335,DFW,EWR,25-07-2021,1,336.08,Russell,Constantine,H-44102824
C2888,LAX,DTW,25-09-2021,5,259.45,Mary,Singh,A-69169562
H3059,ORD,MIA,30-09-2021,4,286.43,Russell,Constantine,H-44102824
A2975,LAS,EWR,11-05-2021,3,313.48,Mary,Singh,A-69169562
C2896,DFW,MIA,18-11-2020,2,449.6,Jay,Singh,P-64549526
T2335,ATL,CLT,02-12-2020,7,294.86,Robert,Banner,U-49850866
N2252,ATL,IAH,25-09-2021,2,288.62,Robert,Banner,U-49850866
C2990,JFK,DTW,01-05-2021,3,186.64,Phil,Singh,D-61495909
F2838,LAS,IAH,23-07-2021,6,154.74,Phil,Singh,D-61495909
T2335,ORD,MSP,04-09-2021,4,485.31,Mary,Singh,A-69169562
C2896,MCO,MIA,25-10-2020,10,122.35,Robert,Banner,U-49850866
Y2161,SFO,IAH,27-04-2021,8,403.87,Phil,Singh,D-61495909
A2975,DFW,PHL,09-05-2021,6,204.54,Jay,Singh,P-64549526
Y2161,SFO,BOS,03-08-2021,8,164.5,Jay,Singh,P-64549526
C2750,SFO,MSP,01-11-2020,7,99.6,Jay,Singh,P-64549526
A2975,LAX,MSP,06-10-2020,7,283.37,Billy,Kohli,J-42970426
T2335,DFW,CLT,29-01-2021,9,304.81,Phil,Hawkins,R-68106487
N2252,JFK,IAH,27-06-2021,6,404.83,Heather,Singh,S-26384273
Z2357,SFO,EWR,01-12-2020,1,412.6,Mary,Singh,A-69169562
N2252,JFK,FLL,08-02-2021,2,222.35,Russell,Constantine,H-44102824
F2838,SEA,PHX,19-03-2021,9,430.93,Billy,Kohli,J-42970426
G2971,SEA,PHL,18-09-2021,9,393.42,Russell,Constantine,H-44102824
T2335,ATL,DTW,01-12-2020,1,377.46,Robert,Banner,U-49850866
C2750,LAS,IAH,11-07-2021,3,231.58,Robert,Banner,U-49850866
Z2357,LAX,IAH,25-01-2021,2,385.78,Mary,Singh,A-69169562
G2971,SFO,MIA,04-03-2021,1,170.8,Billy,Kohli,J-42970426
R2852,LAS,PHL,12-05-2021,3,328.15,Mary,Singh,A-69169562
R2852,JFK,DTW,27-06-2021,10,147.78,Heather,Singh,S-26384273
T2366,DFW,FLL,05-02-2021,2,188.27,Phil,Hawkins,R-68106487
H3059,DEN,IAH,11-05-2021,4,489.69,Mary,Singh,A-69169562
C2896,ORD,EWR,05-02-2021,10,368.64,Phil,Singh,D-61495909
H3059,DFW,FLL,09-05-2021,1,315.33,Phil,Singh,D-61495909
S2869,ATL,CLT,07-11-2020,2,76.61,Billy,Kohli,J-42970426
S2869,DEN,PHX,18-01-2021,9,255.31,Mary,Singh,A-69169562
O2378,LAS,MSP,21-09-2021,7,449.65,Billy,Kohli,J-42970426
C2888,DEN,FLL,12-09-2021,4,373.77,Billy,Kohli,J-42970426
C2896,ATL,PHX,20-08-2021,3,366.41,Billy,Kohli,J-42970426
C2750,ORD,MIA,22-04-2021,6,368.34,Phil,Singh,D-61495909
T2366,SEA,MIA,07-07-2021,6,382.21,Phil,Singh,D-61495909
T2335,ORD,DTW,06-09-2021,3,389.91,Russell,Constantine,H-44102824
C2990,MCO,EWR,28-11-2020,9,198.9,Russell,Constantine,H-44102824
O2378,DFW,PHL,26-11-2020,2,174.35,Phil,Hawkins,R-68106487
J2465,SFO,DTW,13-02-2021,8,116.89,Heather,Singh,S-26384273
J2465,LAX,DTW,11-12-2020,5,72.68,Robert,Banner,U-49850866
H3059,MCO,IAH,24-11-2020,10,456.9,Mary,Singh,A-69169562
R2852,ATL,MSP,03-06-2021,10,205.29,Billy,Kohli,J-42970426
C2750,DEN,PHL,21-11-2020,10,235.35,Heather,Singh,S-26384273
H3059,MCO,DTW,14-03-2021,3,176.14,Phil,Singh,D-61495909
N2252,ATL,CLT,01-01-2021,7,220.74,Jay,Singh,P-64549526
S2869,LAS,CLT,26-10-2020,1,252.11,Billy,Kohli,J-42970426
O2378,SEA,FLL,11-08-2021,2,158.83,Heather,Singh,S-26384273
T2366,SEA,PHL,20-01-2021,9,167.75,Jay,Singh,P-64549526
T2366,DEN,PHX,25-04-2021,1,204.65,Phil,Singh,D-61495909
T2366,MCO,MIA,21-07-2021,5,468.95,Russell,Constantine,H-44102824
F2838,SFO,CLT,01-10-2021,4,205.81,Phil,Hawkins,R-68106487
T2335,ORD,BOS,14-06-2021,10,239.21,Heather,Singh,S-26384273
Y2161,SEA,PHX,05-04-2021,10,340.49,Russell,Constantine,H-44102824
C2386,MCO,BOS,29-03-2021,1,319.6,Mary,Singh,A-69169562
C2750,ORD,MIA,29-05-2021,10,334.9,Billy,Kohli,J-42970426
T2335,SEA,PHX,13-12-2020,3,104.56,Heather,Singh,S-26384273
Y2161,SFO,BOS,30-06-2021,5,108.05,Heather,Singh,S-26384273
N2252,ATL,CLT,25-10-2020,10,231.31,Heather,Singh,S-26384273
G2971,LAX,BOS,07-01-2021,3,285.48,Jay,Singh,P-64549526
A2975,SFO,MSP,30-07-2021,6,91.25,Jay,Singh,P-64549526
S2869,DFW,MSP,15-02-2021,6,378.65,Phil,Hawkins,R-68106487
J2465,LAS,IAH,12-09-2021,2,241.13,Phil,Singh,D-61495909
Z2357,DEN,PHX,26-10-2020,7,146.67,Jay,Singh,P-64549526
O2378,MCO,PHL,24-11-2020,7,62.92,Heather,Singh,S-26384273
Y2161,ATL,MSP,05-08-2021,4,147.03,Billy,Kohli,J-42970426
C2896,DFW,MIA,20-10-2020,7,192.08,Heather,Singh,S-26384273
F2838,JFK,BOS,03-06-2021,3,498.88,Robert,Banner,U-49850866
G2971,JFK,DTW,14-12-2020,2,99.52,Russell,Constantine,H-44102824
O2349,SFO,BOS,22-12-2020,7,392,Mary,Singh,A-69169562
O2378,LAS,DTW,24-09-2021,9,301.98,Jay,Singh,P-64549526
T2366,SEA,EWR,06-10-2020,6,381.92,Jay,Singh,P-64549526
Z2357,ORD,EWR,20-06-2021,6,86.46,Russell,Constantine,H-44102824
G2971,DFW,MSP,21-10-2020,6,432.56,Heather,Singh,S-26384273
O2378,ATL,IAH,16-10-2020,3,239.29,Jay,Singh,P-64549526
O2378,SFO,PHL,21-04-2021,8,480.76,Jay,Singh,P-64549526
R2852,DEN,PHX,01-01-2021,7,168.88,Heather,Singh,S-26384273
C2386,DFW,MIA,14-10-2020,9,469.62,Phil,Hawkins,R-68106487
O2349,DFW,DTW,09-10-2020,4,315.04,Russell,Constantine,H-44102824
C2888,SFO,FLL,03-11-2020,2,101.93,Robert,Banner,U-49850866
O2349,SFO,DTW,28-09-2021,3,398.27,Jay,Singh,P-64549526
Z2357,DFW,IAH,11-09-2021,7,409.53,Mary,Singh,A-69169562
O2349,LAX,BOS,24-09-2021,9,91.96,Jay,Singh,P-64549526
S2869,ATL,CLT,01-08-2021,10,356.46,Russell,Constantine,H-44102824
C2896,LAX,DTW,07-11-2020,1,53.23,Russell,Constantine,H-44102824
J2465,SEA,MIA,29-06-2021,2,64.89,Phil,Hawkins,R-68106487
T2335,LAS,MSP,24-03-2021,2,194.6,Robert,Banner,U-49850866
T2335,SFO,MSP,31-10-2020,6,74.18,Jay,Singh,P-64549526
Y2161,LAX,IAH,07-09-2021,10,280.14,Heather,Singh,S-26384273
O2378,LAS,BOS,04-11-2020,6,460.63,Mary,Singh,A-69169562
T2335,LAX,PHL,25-12-2020,4,59.37,Billy,Kohli,J-42970426
T2366,MCO,EWR,28-07-2021,5,419.93,Mary,Singh,A-69169562
C2750,DFW,EWR,21-12-2020,3,259.91,Billy,Kohli,J-42970426
Y2161,LAX,MIA,27-12-2020,1,371.65,Jay,Singh,P-64549526
O2349,JFK,IAH,20-02-2021,9,309.68,Heather,Singh,S-26384273
O2349,ATL,PHL,07-10-2020,4,376.99,Jay,Singh,P-64549526
N2252,ORD,PHX,30-03-2021,1,448.81,Robert,Banner,U-49850866
C2386,JFK,EWR,04-07-2021,10,397.25,Robert,Banner,U-49850866
C2750,DEN,MSP,07-06-2021,5,432.09,Phil,Singh,D-61495909
R2852,MCO,MIA,27-02-2021,4,284.9,Jay,Singh,P-64549526
C2750,JFK,MSP,18-10-2020,7,54.1,Phil,Hawkins,R-68106487
O2378,MCO,PHL,01-05-2021,6,334.46,Russell,Constantine,H-44102824
G2971,MCO,BOS,11-09-2021,2,145.03,Robert,Banner,U-49850866
C2750,SEA,PHL,07-08-2021,3,180.24,Jay,Singh,P-64549526
Z2357,ORD,PHX,19-02-2021,3,199.54,Billy,Kohli,J-42970426
S2869,SFO,CLT,03-09-2021,7,89.7,Mary,Singh,A-69169562
N2252,ORD,DTW,05-08-2021,4,363.62,Phil,Hawkins,R-68106487
T2335,MCO,IAH,02-08-2021,10,241.71,Russell,Constantine,H-44102824
C2990,ORD,DTW,18-01-2021,6,202.73,Heather,Singh,S-26384273
Y2161,SFO,DTW,29-11-2020,4,164.97,Billy,Kohli,J-42970426
Y2161,LAX,IAH,16-07-2021,5,385.56,Phil,Hawkins,R-68106487
F2838,ATL,PHL,29-07-2021,2,239.19,Heather,Singh,S-26384273
A2975,DEN,BOS,19-05-2021,1,225.93,Phil,Hawkins,R-68106487
C2386,ATL,DTW,20-10-2020,5,244.84,Billy,Kohli,J-42970426
Z2357,SFO,BOS,30-05-2021,6,155.67,Jay,Singh,P-64549526
G2971,ATL,IAH,04-07-2021,9,223.96,Billy,Kohli,J-42970426
Y2161,ORD,PHX,03-07-2021,1,335.71,Russell,Constantine,H-44102824
T2335,LAS,PHL,23-12-2020,8,356.51,Phil,Singh,D-61495909
T2366,ORD,IAH,29-11-2020,7,336.12,Russell,Constantine,H-44102824
P2752,MCO,MIA,29-04-2021,1,92.24,Russell,Constantine,H-44102824
A2975,MCO,MSP,12-02-2021,7,304.53,Mary,Singh,A-69169562
P2752,LAX,BOS,17-07-2021,2,436.85,Robert,Banner,U-49850866
P2752,DFW,MSP,17-12-2020,2,228.7,Jay,Singh,P-64549526
G2971,DEN,EWR,31-07-2021,5,190.71,Phil,Singh,D-61495909
O2349,SFO,MSP,27-01-2021,7,310.64,Russell,Constantine,H-44102824
C2386,SEA,EWR,22-02-2021,2,223.87,Phil,Singh,D-61495909
Z2357,ORD,IAH,03-10-2021,4,460.18,Mary,Singh,A-69169562
Y2161,JFK,DTW,19-09-2021,4,241.63,Russell,Constantine,H-44102824
O2349,MCO,EWR,29-04-2021,2,344.15,Billy,Kohli,J-42970426
G2971,DEN,IAH,15-09-2021,3,53.67,Mary,Singh,A-69169562
C2896,LAX,CLT,21-11-2020,8,393.27,Jay,Singh,P-64549526
C2888,MCO,IAH,22-12-2020,1,329.42,Heather,Singh,S-26384273
N2252,MCO,DTW,21-06-2021,3,390.07,Billy,Kohli,J-42970426
Z2357,MCO,FLL,02-01-2021,2,267.23,Heather,Singh,S-26384273
Z2357,JFK,EWR,23-01-2021,9,291.6,Phil,Hawkins,R-68106487
C2990,DFW,PHX,04-08-2021,4,240.63,Phil,Singh,D-61495909
A2975,SEA,EWR,16-11-2020,4,179.43,Phil,Singh,D-61495909
R2852,SFO,MIA,19-02-2021,10,148.39,Phil,Singh,D-61495909
P2752,DEN,BOS,21-06-2021,4,217.28,Jay,Singh,P-64549526
C2386,SEA,BOS,29-03-2021,10,249.09,Robert,Banner,U-49850866
Z2357,ATL,FLL,08-10-2020,6,200.9,Robert,Banner,U-49850866
N2252,DEN,EWR,22-06-2021,2,267.83,Phil,Singh,D-61495909
Z2357,ORD,BOS,26-06-2021,4,71.31,Heather,Singh,S-26384273
C2750,DFW,CLT,14-08-2021,9,156.23,Robert,Banner,U-49850866
J2465,ATL,CLT,18-08-2021,3,448.98,Russell,Constantine,H-44102824
P2752,LAX,PHX,05-08-2021,5,389.95,Phil,Hawkins,R-68106487
G2971,SEA,IAH,04-08-2021,1,435.48,Jay,Singh,P-64549526
G2971,LAS,MIA,05-08-2021,9,410.35,Phil,Hawkins,R-68106487
O2378,LAX,BOS,01-04-2021,7,388.06,Billy,Kohli,J-42970426
H3059,ORD,MSP,09-11-2020,1,130.53,Jay,Singh,P-64549526
Y2161,LAS,IAH,11-11-2020,8,229.1,Billy,Kohli,J-42970426
J2465,ATL,IAH,06-05-2021,4,164.13,Robert,Banner,U-49850866
O2349,JFK,PHL,14-07-2021,6,102.01,Russell,Constantine,H-44102824
N2252,ORD,MSP,24-11-2020,7,402.1,Heather,Singh,S-26384273
C2750,ORD,CLT,01-08-2021,6,310.68,Billy,Kohli,J-42970426
P2752,MCO,PHL,24-06-2021,9,351.14,Russell,Constantine,H-44102824
C2386,ATL,PHX,13-10-2020,10,290.07,Robert,Banner,U-49850866
H3059,MCO,PHX,08-08-2021,9,349.83,Billy,Kohli,J-42970426
O2349,DFW,MIA,19-09-2021,7,488.54,Phil,Hawkins,R-68106487
R2852,JFK,IAH,21-06-2021,9,360.79,Heather,Singh,S-26384273
C2386,LAS,EWR,21-03-2021,5,88.78,Robert,Banner,U-49850866
F2838,LAS,DTW,14-07-2021,2,499.98,Russell,Constantine,H-44102824
A2975,SEA,MSP,20-02-2021,3,96.16,Mary,Singh,A-69169562
T2335,ATL,PHL,29-08-2021,3,192.91,Russell,Constantine,H-44102824
O2349,JFK,DTW,01-02-2021,3,472.19,Russell,Constantine,H-44102824
A2975,LAX,PHL,12-01-2021,4,141.6,Phil,Hawkins,R-68106487
P2752,ATL,IAH,11-02-2021,9,228.35,Heather,Singh,S-26384273
G2971,DFW,BOS,06-07-2021,5,330.24,Phil,Hawkins,R-68106487
C2386,ORD,MSP,29-11-2020,10,184.61,Robert,Banner,U-49850866
C2896,MCO,DTW,26-10-2020,5,382.84,Billy,Kohli,J-42970426
G2971,ATL,DTW,11-03-2021,3,494.72,Billy,Kohli,J-42970426
Z2357,JFK,CLT,20-06-2021,7,468.29,Robert,Banner,U-49850866
C2386,ATL,CLT,10-08-2021,6,52.59,Phil,Singh,D-61495909
C2990,DFW,MIA,16-12-2020,1,234.43,Billy,Kohli,J-42970426
C2896,SFO,BOS,19-02-2021,1,80.4,Robert,Banner,U-49850866
F2838,LAX,IAH,12-01-2021,3,281.18,Robert,Banner,U-49850866
P2752,SFO,PHX,13-09-2021,4,221.58,Robert,Banner,U-49850866
F2838,ATL,CLT,20-06-2021,2,405.95,Jay,Singh,P-64549526
N2252,ORD,BOS,02-04-2021,3,161.02,Billy,Kohli,J-42970426
O2378,ATL,IAH,03-12-2020,3,393.65,Robert,Banner,U-49850866
C2386,SEA,DTW,02-06-2021,4,270.47,Russell,Constantine,H-44102824
G2971,ORD,IAH,03-07-2021,6,186.03,Russell,Constantine,H-44102824
S2869,MCO,CLT,01-11-2020,7,55.26,Phil,Hawkins,R-68106487
C2386,DFW,MIA,04-03-2021,2,65.4,Jay,Singh,P-64549526
O2349,DFW,CLT,18-08-2021,2,64.67,Jay,Singh,P-64549526
C2990,JFK,IAH,01-11-2020,5,227.92,Heather,Singh,S-26384273
C2896,JFK,MSP,16-11-2020,10,222.92,Mary,Singh,A-69169562
J2465,DEN,CLT,26-11-2020,1,240.09,Jay,Singh,P-64549526
H3059,LAS,MSP,14-04-2021,6,337.16,Phil,Singh,D-61495909
Z2357,SFO,PHX,17-01-2021,10,234.54,Mary,Singh,A-69169562
H3059,JFK,FLL,26-05-2021,6,303.15,Jay,Singh,P-64549526
T2366,SEA,PHL,06-07-2021,5,193.11,Russell,Constantine,H-44102824
O2378,SEA,IAH,31-10-2020,1,129.69,Mary,Singh,A-69169562
G2971,ATL,MSP,10-10-2020,1,357.86,Robert,Banner,U-49850866
C2750,ATL,PHX,16-09-2021,3,491.73,Heather,Singh,S-26384273
S2869,DFW,DTW,26-08-2021,8,346.98,Robert,Banner,U-49850866
H3059,SEA,DTW,15-03-2021,3,210.95,Phil,Hawkins,R-68106487
H3059,LAX,PHL,01-05-2021,8,440.29,Jay,Singh,P-64549526
T2366,DEN,PHL,17-06-2021,7,497.5,Heather,Singh,S-26384273
S2869,JFK,MIA,03-11-2020,9,182.96,Phil,Hawkins,R-68106487
Y2161,DFW,CLT,12-10-2020,7,225.48,Heather,Singh,S-26384273
C2386,LAX,IAH,29-11-2020,9,369.58,Billy,Kohli,J-42970426
C2386,LAS,PHL,26-04-2021,10,266.38,Phil,Hawkins,R-68106487
T2335,DEN,IAH,21-01-2021,1,123.28,Jay,Singh,P-64549526
C2888,ORD,MSP,03-10-2021,6,208.05,Jay,Singh,P-64549526
O2378,JFK,MSP,07-10-2020,1,147.24,Jay,Singh,P-64549526
T2335,ATL,FLL,17-02-2021,8,477.5,Phil,Singh,D-61495909
C2990,LAX,BOS,23-10-2020,2,497.08,Russell,Constantine,H-44102824
F2838,DEN,EWR,07-02-2021,1,192.61,Mary,Singh,A-69169562
J2465,DFW,BOS,11-05-2021,2,368.33,Heather,Singh,S-26384273
O2378,ATL,DTW,02-07-2021,8,488.66,Russell,Constantine,H-44102824
O2378,ORD,MSP,14-02-2021,3,376.14,Phil,Singh,D-61495909
C2888,DEN,CLT,25-08-2021,9,448.61,Heather,Singh,S-26384273
C2896,LAX,DTW,23-06-2021,2,408.59,Jay,Singh,P-64549526
F2838,DEN,EWR,14-07-2021,9,240.75,Phil,Singh,D-61495909
P2752,LAS,IAH,07-04-2021,5,382.73,Billy,Kohli,J-42970426
O2349,LAS,FLL,07-06-2021,4,444.63,Heather,Singh,S-26384273
C2896,ORD,DTW,09-06-2021,9,476.94,Mary,Singh,A-69169562
O2378,LAX,BOS,20-02-2021,6,494.78,Heather,Singh,S-26384273
C2386,SFO,BOS,27-11-2020,9,93.08,Mary,Singh,A-69169562
C2386,MCO,MIA,13-08-2021,4,345.3,Robert,Banner,U-49850866
N2252,MCO,BOS,27-06-2021,6,72.35,Phil,Singh,D-61495909
T2335,SEA,FLL,09-06-2021,7,76.29,Phil,Singh,D-61495909
C2896,ATL,PHL,21-05-2021,6,216.42,Russell,Constantine,H-44102824
Y2161,DFW,PHX,04-12-2020,9,386.63,Heather,Singh,S-26384273
J2465,LAX,MIA,28-12-2020,6,398.84,Phil,Hawkins,R-68106487
H3059,ATL,PHX,01-01-2021,8,396.11,Phil,Singh,D-61495909
P2752,ORD,EWR,07-05-2021,4,193.25,Robert,Banner,U-49850866
C2990,ATL,BOS,12-05-2021,9,260.07,Robert,Banner,U-49850866
C2990,ORD,IAH,23-07-2021,5,160.8,Phil,Singh,D-61495909
A2975,SFO,PHL,01-03-2021,9,229.72,Mary,Singh,A-69169562
R2852,ATL,DTW,12-10-2020,7,192.38,Phil,Hawkins,R-68106487
H3059,JFK,EWR,06-08-2021,2,178.03,Phil,Singh,D-61495909
C2990,SFO,IAH,23-03-2021,5,282.31,Robert,Banner,U-49850866
C2888,LAX,MSP,26-11-2020,4,351.85,Russell,Constantine,H-44102824
G2971,ATL,IAH,29-09-2021,1,263.08,Phil,Singh,D-61495909
J2465,ORD,DTW,24-11-2020,2,194.38,Mary,Singh,A-69169562
O2378,ATL,PHL,26-02-2021,10,90.47,Phil,Hawkins,R-68106487
S2869,LAX,EWR,10-11-2020,5,89.13,Heather,Singh,S-26384273
T2366,DFW,PHX,04-08-2021,8,363.08,Phil,Hawkins,R-68106487
F2838,SFO,CLT,13-03-2021,1,402.79,Phil,Hawkins,R-68106487
O2378,DFW,DTW,05-01-2021,9,110.76,Phil,Hawkins,R-68106487
S2869,DEN,EWR,01-05-2021,5,185.03,Robert,Banner,U-49850866
T2366,LAX,FLL,11-10-2020,8,113.2,Phil,Singh,D-61495909
H3059,DEN,CLT,14-11-2020,6,466.32,Billy,Kohli,J-42970426
P2752,ATL,MIA,26-08-2021,6,389.4,Phil,Singh,D-61495909
H3059,LAX,PHX,18-08-2021,10,459.43,Russell,Constantine,H-44102824
G2971,ORD,PHX,09-09-2021,4,321.01,Robert,Banner,U-49850866
A2975,SFO,DTW,03-10-2021,8,255.75,Billy,Kohli,J-42970426
C2888,ATL,PHL,04-05-2021,5,167.88,Phil,Hawkins,R-68106487
O2349,SFO,DTW,14-07-2021,4,275.88,Jay,Singh,P-64549526
A2975,DFW,PHL,16-01-2021,4,318.55,Phil,Hawkins,R-68106487
A2975,ORD,CLT,14-03-2021,5,385.72,Phil,Hawkins,R-68106487
R2852,DFW,EWR,23-12-2020,1,269.06,Billy,Kohli,J-42970426
C2888,MCO,BOS,19-02-2021,7,55.12,Phil,Singh,D-61495909
Y2161,LAS,MSP,02-07-2021,2,338.53,Russell,Constantine,H-44102824
G2971,MCO,MIA,15-03-2021,3,172.86,Billy,Kohli,J-42970426
C2990,DFW,MIA,06-07-2021,10,477.62,Robert,Banner,U-49850866
C2888,LAS,MSP,29-06-2021,6,163.28,Mary,Singh,A-69169562
C2896,LAX,MIA,29-08-2021,8,154.28,Russell,Constantine,H-44102824
J2465,JFK,BOS,01-04-2021,10,192.73,Billy,Kohli,J-42970426
N2252,SFO,PHL,29-10-2020,7,54.03,Heather,Singh,S-26384273
G2971,LAX,PHX,19-01-2021,6,156.68,Jay,Singh,P-64549526
O2378,DEN,CLT,28-01-2021,5,149.89,Mary,Singh,A-69169562
O2378,MCO,BOS,29-08-2021,5,175.27,Heather,Singh,S-26384273
T2335,SEA,IAH,01-05-2021,5,383.89,Robert,Banner,U-49850866
G2971,DFW,BOS,26-06-2021,4,300.17,Phil,Hawkins,R-68106487
O2378,LAX,FLL,23-05-2021,2,311.51,Robert,Banner,U-49850866
O2378,SEA,MSP,29-03-2021,6,212.92,Russell,Constantine,H-44102824
R2852,ORD,DTW,03-10-2021,3,111.84,Russell,Constantine,H-44102824
Z2357,LAX,BOS,13-03-2021,5,243.83,Mary,Singh,A-69169562
T2366,ATL,EWR,12-07-2021,10,155.49,Heather,Singh,S-26384273
C2896,LAX,PHL,12-03-2021,5,220.56,Jay,Singh,P-64549526
G2971,LAX,PHX,13-05-2021,5,324.04,Jay,Singh,P-64549526
C2386,ORD,IAH,14-12-2020,4,411.47,Heather,Singh,S-26384273
C2990,LAX,IAH,16-03-2021,3,318.74,Jay,Singh,P-64549526
N2252,MCO,BOS,14-02-2021,3,137.84,Phil,Singh,D-61495909
G2971,LAS,CLT,25-06-2021,10,150.69,Phil,Singh,D-61495909
P2752,DEN,DTW,03-12-2020,1,207.95,Billy,Kohli,J-42970426
Y2161,JFK,PHX,16-01-2021,5,94.67,Phil,Singh,D-61495909
Z2357,MCO,PHL,19-03-2021,4,192.98,Robert,Banner,U-49850866
N2252,MCO,PHL,11-03-2021,7,96.65,Jay,Singh,P-64549526
C2750,SEA,BOS,13-07-2021,1,237.8,Phil,Hawkins,R-68106487
P2752,LAS,PHX,10-08-2021,10,314.43,Heather,Singh,S-26384273
T2335,SEA,MIA,09-07-2021,3,79.12,Jay,Singh,P-64549526
C2750,LAX,FLL,02-10-2021,10,468.92,Heather,Singh,S-26384273
O2349,MCO,BOS,16-12-2020,7,431.56,Jay,Singh,P-64549526
A2975,LAX,DTW,09-04-2021,9,144.56,Russell,Constantine,H-44102824
F2838,LAS,CLT,25-07-2021,5,104.18,Mary,Singh,A-69169562
O2349,SEA,CLT,14-09-2021,8,127.24,Jay,Singh,P-64549526
G2971,LAX,PHX,26-06-2021,8,269.42,Phil,Singh,D-61495909
F2838,SEA,IAH,10-10-2020,3,61.56,Heather,Singh,S-26384273
J2465,LAX,BOS,21-10-2020,9,225.32,Jay,Singh,P-64549526
A2975,SFO,PHL,31-08-2021,1,76.78,Billy,Kohli,J-42970426
J2465,SFO,FLL,18-05-2021,5,173.56,Billy,Kohli,J-42970426
O2349,DFW,DTW,15-08-2021,9,312.21,Phil,Hawkins,R-68106487
C2386,SFO,FLL,12-10-2020,5,385.75,Russell,Constantine,H-44102824
C2386,MCO,PHX,25-08-2021,10,296.63,Phil,Hawkins,R-68106487
H3059,MCO,DTW,13-01-2021,7,166.75,Russell,Constantine,H-44102824
T2366,SFO,MIA,19-06-2021,1,67.56,Russell,Constantine,H-44102824
C2386,DFW,PHX,25-01-2021,2,176.74,Mary,Singh,A-69169562
P2752,JFK,BOS,09-12-2020,7,57.84,Robert,Banner,U-49850866
Z2357,MCO,DTW,17-01-2021,5,208.11,Mary,Singh,A-69169562
Y2161,ATL,MSP,08-06-2021,5,188.61,Jay,Singh,P-64549526
C2386,ATL,CLT,06-07-2021,1,112,Heather,Singh,S-26384273
R2852,DFW,EWR,01-05-2021,8,361.68,Jay,Singh,P-64549526
H3059,ORD,IAH,16-03-2021,7,374.33,Jay,Singh,P-64549526
O2378,DFW,MIA,02-02-2021,10,386.51,Heather,Singh,S-26384273
R2852,LAS,EWR,19-05-2021,3,133.96,Mary,Singh,A-69169562
Y2161,MCO,MSP,28-04-2021,5,376.59,Robert,Banner,U-49850866
Y2161,SFO,FLL,26-01-2021,8,461.77,Russell,Constantine,H-44102824
C2888,MCO,EWR,22-09-2021,6,62.92,Phil,Hawkins,R-68106487
G2971,JFK,DTW,30-03-2021,7,457.44,Heather,Singh,S-26384273
O2378,MCO,FLL,07-10-2020,9,184.29,Heather,Singh,S-26384273
C2888,SFO,EWR,08-07-2021,8,465.8,Heather,Singh,S-26384273
P2752,ATL,FLL,01-09-2021,8,96.78,Robert,Banner,U-49850866
P2752,DFW,PHL,10-03-2021,9,463.63,Mary,Singh,A-69169562
J2465,ATL,MIA,28-02-2021,4,210.71,Russell,Constantine,H-44102824
C2990,DFW,PHL,27-09-2021,4,211.43,Phil,Hawkins,R-68106487
P2752,DEN,PHX,01-01-2021,6,498.56,Phil,Hawkins,R-68106487
P2752,ORD,PHL,01-01-2021,10,274.11,Robert,Banner,U-49850866
Z2357,ATL,FLL,25-10-2020,2,128.97,Russell,Constantine,H-44102824
O2378,SFO,MSP,05-05-2021,5,143.03,Heather,Singh,S-26384273
C2888,DFW,MIA,08-10-2020,4,395.47,Jay,Singh,P-64549526
J2465,SFO,MSP,19-08-2021,6,453.69,Robert,Banner,U-49850866
J2465,DEN,EWR,12-12-2020,8,477.68,Jay,Singh,P-64549526
F2838,SFO,MIA,30-11-2020,8,420.56,Mary,Singh,A-69169562
G2971,LAS,PHX,27-11-2020,6,451.36,Mary,Singh,A-69169562
O2349,JFK,CLT,20-10-2020,6,188.39,Heather,Singh,S-26384273
N2252,LAS,EWR,31-08-2021,4,286.59,Mary,Singh,A-69169562
Y2161,SEA,FLL,12-03-2021,9,55.39,Billy,Kohli,J-42970426
C2386,LAS,BOS,07-04-2021,5,283.82,Mary,Singh,A-69169562
